year,country,soe,arrivals,arrivals_male,arrivals_female
2021,KEN,Sabah,0,0,0
2021,KEN,Sarawak,0,0,0
2021,KEN,Selangor,258,157,101
2021,KGZ,Johor,0,0,0
2021,KGZ,Kedah,0,0,0
2021,KGZ,Kelantan,0,0,0
2021,KGZ,Perak,0,0,0
2021,KGZ,Perlis,0,0,0
2021,KGZ,Pulau Pinang,0,0,0
2021,KGZ,Sabah,0,0,0
2021,KGZ,Sarawak,0,0,0
2021,KGZ,Selangor,59,33,26
2021,KHM,Johor,0,0,0
2021,KHM,Kedah,0,0,0
2021,KHM,Kelantan,0,0,0
2021,KHM,Melaka,0,0,0
2021,KHM,Negeri Sembilan,0,0,0
2021,KHM,Pahang,0,0,0
2021,KHM,Perak,1,0,1
2021,KHM,Perlis,0,0,0
2021,KHM,Pulau Pinang,38,34,4
2021,KHM,Sabah,0,0,0
2021,KHM,Sarawak,1,1,0
2021,KHM,Selangor,363,290,73
2021,KHM,W.P. Labuan,0,0,0
2021,KIR,Johor,11,11,0
2021,KIR,Sabah,0,0,0
2021,KIR,Selangor,29,29,0
2021,KNA,Johor,0,0,0
2021,KNA,Kedah,0,0,0
2021,KNA,Perlis,0,0,0
2021,KNA,Pulau Pinang,0,0,0
2021,KNA,Sabah,0,0,0
2021,KNA,Selangor,6,5,1
2021,KNA,W.P. Labuan,0,0,0
2021,KOR,Johor,14,13,1
2021,KOR,Kedah,0,0,0
2021,KOR,Kelantan,0,0,0
2021,KOR,Melaka,0,0,0
2021,KOR,Negeri Sembilan,0,0,0
2021,KOR,Pahang,0,0,0
2021,KOR,Perak,2,2,0
2021,KOR,Perlis,0,0,0
2021,KOR,Pulau Pinang,111,46,65
2021,KOR,Sabah,12,7,5
2021,KOR,Sarawak,245,220,25
2021,KOR,Selangor,4964,3258,1706
2021,KOR,Terengganu,0,0,0
2021,KOR,W.P. Labuan,0,0,0
2021,KWT,Johor,0,0,0
2021,KWT,Kedah,0,0,0
2021,KWT,Kelantan,0,0,0
2021,KWT,Perak,0,0,0
2021,KWT,Perlis,0,0,0
2021,KWT,Pulau Pinang,0,0,0
2021,KWT,Sabah,0,0,0
2021,KWT,Sarawak,0,0,0
2021,KWT,Selangor,58,39,19
2021,KWT,W.P. Labuan,0,0,0
2021,LAO,Johor,0,0,0
2021,LAO,Kedah,1,0,1
2021,LAO,Kelantan,0,0,0
2021,LAO,Melaka,0,0,0
2021,LAO,Perak,0,0,0
2021,LAO,Perlis,0,0,0
2021,LAO,Pulau Pinang,0,0,0
2021,LAO,Sabah,0,0,0
2021,LAO,Sarawak,0,0,0
2021,LAO,Selangor,553,537,16
2021,LAO,W.P. Labuan,0,0,0
2021,LBN,Johor,0,0,0
2021,LBN,Kedah,0,0,0
2021,LBN,Kelantan,0,0,0
2021,LBN,Pahang,0,0,0
2021,LBN,Perak,0,0,0
2021,LBN,Perlis,0,0,0
2021,LBN,Pulau Pinang,0,0,0
2021,LBN,Sabah,0,0,0
2021,LBN,Sarawak,0,0,0
2021,LBN,Selangor,73,48,25
2021,LBN,W.P. Labuan,0,0,0
2021,LBR,Johor,0,0,0
2021,LBR,Kedah,0,0,0
2021,LBR,Sabah,0,0,0
2021,LBR,Sarawak,0,0,0
2021,LBR,Selangor,23,18,5
2021,LBY,Johor,0,0,0
2021,LBY,Kedah,0,0,0
2021,LBY,Perlis,0,0,0
2021,LBY,Pulau Pinang,0,0,0
2021,LBY,Sabah,0,0,0
2021,LBY,Sarawak,0,0,0
2021,LBY,Selangor,609,465,144
2021,LCA,Johor,0,0,0
2021,LCA,Kedah,0,0,0
2021,LCA,Pulau Pinang,0,0,0
2021,LCA,Sarawak,0,0,0
2021,LCA,Selangor,3,3,0
2021,LIE,Johor,0,0,0
2021,LIE,Kedah,0,0,0
2021,LIE,Perlis,0,0,0
2021,LIE,Pulau Pinang,0,0,0
2021,LIE,Sabah,0,0,0
2021,LIE,Sarawak,0,0,0
2021,LIE,Selangor,3,3,0
2021,LKA,Johor,15,15,0
2021,LKA,Kedah,0,0,0
2021,LKA,Kelantan,0,0,0
2021,LKA,Melaka,0,0,0
2021,LKA,Pahang,0,0,0
2021,LKA,Perak,0,0,0
2021,LKA,Perlis,0,0,0
2021,LKA,Pulau Pinang,1,0,1
2021,LKA,Sabah,1,1,0
2021,LKA,Sarawak,2,2,0
2021,LKA,Selangor,811,493,318
2021,LKA,W.P. Labuan,0,0,0
2021,LSO,Johor,0,0,0
2021,LSO,Kedah,0,0,0
2021,LSO,Pulau Pinang,0,0,0
2021,LSO,Sarawak,0,0,0
2021,LSO,Selangor,2,1,1
2021,LTU,Johor,5,4,1
2021,LTU,Kedah,0,0,0
2021,LTU,Kelantan,0,0,0
2021,LTU,Pahang,0,0,0
2021,LTU,Perak,0,0,0
2021,LTU,Perlis,0,0,0
2021,LTU,Pulau Pinang,0,0,0
2021,LTU,Sabah,0,0,0
2021,LTU,Sarawak,1,1,0
2021,LTU,Selangor,57,45,12
2021,LTU,W.P. Labuan,0,0,0
2021,LUX,Johor,0,0,0
2021,LUX,Kedah,0,0,0
2021,LUX,Kelantan,0,0,0
2021,LUX,Perak,0,0,0
2021,LUX,Perlis,0,0,0
2021,LUX,Pulau Pinang,0,0,0
2021,LUX,Sabah,0,0,0
2021,LUX,Sarawak,0,0,0
2021,LUX,Selangor,10,7,3
2021,LVA,Johor,0,0,0
2021,LVA,Kedah,0,0,0
2021,LVA,Kelantan,0,0,0
2021,LVA,Pahang,0,0,0
2021,LVA,Perak,0,0,0
2021,LVA,Perlis,0,0,0
2021,LVA,Pulau Pinang,0,0,0
2021,LVA,Sabah,0,0,0
2021,LVA,Sarawak,0,0,0
2021,LVA,Selangor,48,40,8
2021,LVA,W.P. Labuan,0,0,0
2021,MAC,Johor,0,0,0
2021,MAC,Pahang,0,0,0
2021,MAC,Perak,0,0,0
2021,MAC,Selangor,0,0,0
2021,MAC,W.P. Labuan,0,0,0
2021,MAR,Johor,0,0,0
2021,MAR,Kedah,1,1,0
2021,MAR,Kelantan,0,0,0
2021,MAR,Melaka,0,0,0
2021,MAR,Pahang,0,0,0
2021,MAR,Perak,0,0,0
2021,MAR,Perlis,0,0,0
2021,MAR,Pulau Pinang,0,0,0
2021,MAR,Sabah,0,0,0
2021,MAR,Sarawak,0,0,0
2021,MAR,Selangor,120,53,67
2021,MAR,W.P. Labuan,0,0,0
2021,MCO,Johor,0,0,0
2021,MCO,Kedah,0,0,0
2021,MCO,Sabah,0,0,0
2021,MCO,Selangor,3,0,3
2021,MDA,Johor,0,0,0
2021,MDA,Kedah,0,0,0
2021,MDA,Kelantan,1,1,0
2021,MDA,Negeri Sembilan,0,0,0
2021,MDA,Perlis,0,0,0
2021,MDA,Pulau Pinang,0,0,0
2021,MDA,Sabah,0,0,0
2021,MDA,Sarawak,0,0,0
2021,MDA,Selangor,2,1,1
2021,MDG,Johor,0,0,0
2021,MDG,Kedah,0,0,0
2021,MDG,Perak,0,0,0
2021,MDG,Perlis,0,0,0
2021,MDG,Pulau Pinang,0,0,0
2021,MDG,Sabah,0,0,0
2021,MDG,Sarawak,0,0,0
2021,MDG,Selangor,3,2,1
2021,MDV,Johor,0,0,0
2021,MDV,Kedah,4,3,1
2021,MDV,Kelantan,0,0,0
2021,MDV,Perak,0,0,0
2021,MDV,Perlis,0,0,0
2021,MDV,Pulau Pinang,2,2,0
2021,MDV,Sabah,0,0,0
2021,MDV,Sarawak,0,0,0
2021,MDV,Selangor,942,400,542
2021,MEX,Johor,0,0,0
2021,MEX,Kedah,0,0,0
2021,MEX,Kelantan,0,0,0
2021,MEX,Pahang,0,0,0
2021,MEX,Perak,0,0,0
2021,MEX,Perlis,0,0,0
2021,MEX,Pulau Pinang,2,1,1
2021,MEX,Sabah,0,0,0
2021,MEX,Sarawak,0,0,0
2021,MEX,Selangor,118,84,34
2021,MEX,W.P. Labuan,0,0,0
2021,MHL,Johor,0,0,0
2021,MHL,Kedah,0,0,0
2021,MHL,Perak,0,0,0
2021,MHL,Pulau Pinang,0,0,0
2021,MHL,Sabah,0,0,0
2021,MHL,Selangor,2,2,0
2021,MKD,Johor,0,0,0
2021,MKD,Kedah,0,0,0
2021,MKD,Perak,0,0,0
2021,MKD,Pulau Pinang,0,0,0
2021,MKD,Sabah,0,0,0
2021,MKD,Sarawak,0,0,0
2021,MKD,Selangor,11,7,4
2021,MLI,Johor,0,0,0
2021,MLI,Sabah,1,1,0
2021,MLI,Selangor,18,15,3
2021,MLT,Johor,0,0,0
2021,MLT,Kedah,0,0,0
2021,MLT,Kelantan,0,0,0
2021,MLT,Perak,0,0,0
2021,MLT,Perlis,0,0,0
2021,MLT,Pulau Pinang,0,0,0
2021,MLT,Sabah,0,0,0
2021,MLT,Sarawak,0,0,0
2021,MLT,Selangor,13,11,2
2021,MLT,W.P. Labuan,0,0,0
2021,MMR,Johor,39,38,1
2021,MMR,Kedah,0,0,0
2021,MMR,Kelantan,0,0,0
2021,MMR,Negeri Sembilan,0,0,0
2021,MMR,Pahang,0,0,0
2021,MMR,Perak,0,0,0
2021,MMR,Perlis,0,0,0
2021,MMR,Pulau Pinang,1,0,1
2021,MMR,Sabah,1,1,0
2021,MMR,Sarawak,2,1,1
2021,MMR,Selangor,1615,1412,203
2021,MMR,Terengganu,0,0,0
2021,MMR,W.P. Labuan,0,0,0
2021,MNE,Johor,10,10,0
2021,MNE,Kedah,0,0,0
2021,MNE,Pulau Pinang,0,0,0
2021,MNE,Sabah,0,0,0
2021,MNE,Sarawak,0,0,0
2021,MNE,Selangor,66,65,1
2021,MNG,Johor,0,0,0
2021,MNG,Kedah,0,0,0
2021,MNG,Kelantan,0,0,0
2021,MNG,Perak,0,0,0
2021,MNG,Perlis,0,0,0
2021,MNG,Pulau Pinang,0,0,0
2021,MNG,Sabah,0,0,0
2021,MNG,Sarawak,0,0,0
2021,MNG,Selangor,19,3,16
2021,MNP,Selangor,0,0,0
2021,MOZ,Johor,0,0,0
2021,MOZ,Kedah,0,0,0
2021,MOZ,Perak,0,0,0
2021,MOZ,Pulau Pinang,0,0,0
2021,MOZ,Sabah,0,0,0
2021,MOZ,Sarawak,0,0,0
2021,MOZ,Selangor,51,31,20
2021,MRT,Johor,0,0,0
2021,MRT,Kedah,0,0,0
2021,MRT,Pulau Pinang,0,0,0
2021,MRT,Sabah,0,0,0
2021,MRT,Sarawak,0,0,0
2021,MRT,Selangor,42,36,6
2021,MUS,Johor,0,0,0
2021,MUS,Kedah,0,0,0
2021,MUS,Kelantan,0,0,0
2021,MUS,Pahang,0,0,0
2021,MUS,Perak,0,0,0
2021,MUS,Perlis,0,0,0
2021,MUS,Pulau Pinang,0,0,0
2021,MUS,Sabah,0,0,0
2021,MUS,Sarawak,0,0,0
2021,MUS,Selangor,146,63,83
2021,MWI,Johor,0,0,0
2021,MWI,Pulau Pinang,0,0,0
2021,MWI,Sabah,0,0,0
2021,MWI,Sarawak,0,0,0
2021,MWI,Selangor,31,16,15
2021,MYT,Selangor,0,0,0
2021,NAM,Johor,0,0,0
2021,NAM,Kedah,0,0,0
2021,NAM,Perak,0,0,0
2021,NAM,Perlis,0,0,0
2021,NAM,Pulau Pinang,0,0,0
2021,NAM,Sabah,0,0,0
2021,NAM,Sarawak,0,0,0
2021,NAM,Selangor,19,11,8
2021,NCL,Selangor,0,0,0
2021,NER,Johor,0,0,0
2021,NER,Sabah,0,0,0
2021,NER,Selangor,2,2,0
2021,NGA,Johor,0,0,0
2021,NGA,Kedah,0,0,0
2021,NGA,Perlis,0,0,0
2021,NGA,Pulau Pinang,0,0,0
2021,NGA,Sabah,1,1,0
2021,NGA,Sarawak,8,6,2
2021,NGA,Selangor,1258,1115,143
2021,NIC,Johor,0,0,0
2021,NIC,Kedah,0,0,0
2021,NIC,Pulau Pinang,0,0,0
2021,NIC,Sabah,0,0,0
2021,NIC,Selangor,8,6,2
2021,NLD,Johor,9,9,0
2021,NLD,Kedah,1,0,1
2021,NLD,Kelantan,0,0,0
2021,NLD,Melaka,0,0,0
2021,NLD,Negeri Sembilan,0,0,0
2021,NLD,Pahang,0,0,0
2021,NLD,Perak,0,0,0
2021,NLD,Perlis,0,0,0
2021,NLD,Pulau Pinang,27,16,11
2021,NLD,Sabah,2,2,0
2021,NLD,Sarawak,9,8,1
2021,NLD,Selangor,817,610,207
2021,NLD,Terengganu,0,0,0
2021,NLD,W.P. Labuan,0,0,0
2021,NOR,Johor,2,2,0
2021,NOR,Kedah,0,0,0
2021,NOR,Kelantan,0,0,0
2021,NOR,Melaka,0,0,0
2021,NOR,Pahang,0,0,0
2021,NOR,Perak,0,0,0
2021,NOR,Perlis,0,0,0
2021,NOR,Pulau Pinang,1,1,0
2021,NOR,Sabah,0,0,0
2021,NOR,Sarawak,5,4,1
2021,NOR,Selangor,232,191,41
2021,NOR,W.P. Labuan,0,0,0
2021,NPL,Johor,0,0,0
2021,NPL,Kedah,0,0,0
2021,NPL,Pahang,0,0,0
2021,NPL,Perak,0,0,0
2021,NPL,Perlis,0,0,0
2021,NPL,Pulau Pinang,1,1,0
2021,NPL,Sabah,0,0,0
2021,NPL,Sarawak,0,0,0
2021,NPL,Selangor,1131,1072,59
2021,NPL,W.P. Labuan,0,0,0
2021,NRU,Johor,0,0,0
2021,NRU,Pulau Pinang,0,0,0
2021,NRU,Selangor,0,0,0
2021,NZL,Johor,1,0,1
2021,NZL,Kedah,1,0,1
2021,NZL,Kelantan,0,0,0
2021,NZL,Melaka,0,0,0
2021,NZL,Negeri Sembilan,0,0,0
2021,NZL,Pahang,0,0,0
2021,NZL,Perak,0,0,0
2021,NZL,Perlis,0,0,0
2021,NZL,Pulau Pinang,8,6,2
2021,NZL,Sabah,2,2,0
2021,NZL,Sarawak,1,1,0
2021,NZL,Selangor,292,203,89
2021,NZL,Terengganu,0,0,0
2021,NZL,W.P. Labuan,0,0,0
2021,OMN,Johor,0,0,0
2021,OMN,Kedah,0,0,0
2021,OMN,Kelantan,0,0,0
2021,OMN,Melaka,0,0,0
2021,OMN,Perak,0,0,0
2021,OMN,Perlis,0,0,0
2021,OMN,Pulau Pinang,0,0,0
2021,OMN,Sabah,0,0,0
2021,OMN,Sarawak,0,0,0
2021,OMN,Selangor,187,133,54
2021,PAK,Johor,41,41,0
2021,PAK,Kedah,0,0,0
2021,PAK,Kelantan,0,0,0
2021,PAK,Melaka,0,0,0
2021,PAK,Negeri Sembilan,0,0,0
2021,PAK,Pahang,0,0,0
2021,PAK,Perak,0,0,0
2021,PAK,Perlis,0,0,0
2021,PAK,Pulau Pinang,2,2,0
2021,PAK,Sabah,6,6,0
2021,PAK,Sarawak,4,4,0
2021,PAK,Selangor,5130,4497,633
2021,PAK,W.P. Labuan,0,0,0
2021,PAN,Johor,0,0,0
2021,PAN,Kedah,0,0,0
2021,PAN,Perak,0,0,0
2021,PAN,Perlis,0,0,0
2021,PAN,Pulau Pinang,0,0,0
2021,PAN,Sabah,0,0,0
2021,PAN,Sarawak,0,0,0
2021,PAN,Selangor,21,15,6
2021,PER,Johor,0,0,0
2021,PER,Kedah,0,0,0
2021,PER,Kelantan,0,0,0
2021,PER,Pahang,0,0,0
2021,PER,Perak,0,0,0
2021,PER,Perlis,0,0,0
2021,PER,Pulau Pinang,0,0,0
2021,PER,Sabah,0,0,0
2021,PER,Sarawak,0,0,0
2021,PER,Selangor,22,14,8
2021,PER,W.P. Labuan,0,0,0
2021,PHL,Johor,542,518,24
2021,PHL,Kedah,0,0,0
2021,PHL,Kelantan,0,0,0
2021,PHL,Melaka,0,0,0
2021,PHL,Negeri Sembilan,0,0,0
2021,PHL,Pahang,1,1,0
2021,PHL,Perak,1,0,1
2021,PHL,Perlis,0,0,0
2021,PHL,Pulau Pinang,42,24,18
2021,PHL,Sabah,21,8,13
2021,PHL,Sarawak,538,524,14
2021,PHL,Selangor,6640,5138,1502
2021,PHL,Terengganu,0,0,0
2021,PHL,W.P. Labuan,55,55,0
2021,PLW,Johor,0,0,0
2021,PLW,Pulau Pinang,0,0,0
2021,PLW,Selangor,0,0,0
2021,PNG,Johor,0,0,0
2021,PNG,Kedah,1,0,1
2021,PNG,Kelantan,0,0,0
2021,PNG,Perak,0,0,0
2021,PNG,Pulau Pinang,0,0,0
2021,PNG,Sabah,0,0,0
2021,PNG,Sarawak,1,0,1
2021,PNG,Selangor,10,6,4
2021,POL,Johor,14,14,0
2021,POL,Kedah,1,0,1
2021,POL,Kelantan,0,0,0
2021,POL,Melaka,0,0,0
2021,POL,Negeri Sembilan,0,0,0
2021,POL,Pahang,0,0,0
2021,POL,Perak,0,0,0
2021,POL,Perlis,0,0,0
2021,POL,Pulau Pinang,0,0,0
2021,POL,Sabah,1,1,0
2021,POL,Sarawak,3,3,0
2021,POL,Selangor,339,289,50
2021,POL,Terengganu,0,0,0
2021,POL,W.P. Labuan,0,0,0
2021,PRK,Selangor,1,1,0
2021,PRT,Johor,0,0,0
2021,PRT,Kedah,0,0,0
2021,PRT,Kelantan,0,0,0
2021,PRT,Melaka,0,0,0
2021,PRT,Pahang,0,0,0
2021,PRT,Perak,0,0,0
2021,PRT,Perlis,0,0,0
2021,PRT,Pulau Pinang,3,1,2
2021,PRT,Sabah,0,0,0
2021,PRT,Sarawak,0,0,0
2021,PRT,Selangor,148,83,65
2021,PRT,W.P. Labuan,0,0,0
2021,PRY,Johor,0,0,0
2021,PRY,Kedah,0,0,0
2021,PRY,Perak,0,0,0
2021,PRY,Perlis,0,0,0
2021,PRY,Pulau Pinang,0,0,0
2021,PRY,Sabah,0,0,0
2021,PRY,Sarawak,0,0,0
2021,PRY,Selangor,0,0,0
2021,PSE,Johor,0,0,0
2021,PSE,Kedah,0,0,0
2021,PSE,Kelantan,0,0,0
2021,PSE,Melaka,0,0,0
2021,PSE,Perak,0,0,0
2021,PSE,Perlis,0,0,0
2021,PSE,Pulau Pinang,0,0,0
2021,PSE,Sabah,1,1,0
2021,PSE,Sarawak,0,0,0
2021,PSE,Selangor,250,207,43
2021,QAT,Johor,0,0,0
2021,QAT,Kedah,0,0,0
2021,QAT,Perlis,0,0,0
2021,QAT,Pulau Pinang,0,0,0
2021,QAT,Sabah,0,0,0
2021,QAT,Sarawak,0,0,0
2021,QAT,Selangor,50,32,18
2021,REU,Johor,0,0,0
2021,REU,Sarawak,0,0,0
2021,ROU,Johor,13,13,0
2021,ROU,Kedah,0,0,0
2021,ROU,Kelantan,2,2,0
2021,ROU,Negeri Sembilan,0,0,0
2021,ROU,Pahang,0,0,0
2021,ROU,Perak,0,0,0
2021,ROU,Perlis,0,0,0
2021,ROU,Pulau Pinang,0,0,0
2021,ROU,Sabah,0,0,0
2021,ROU,Sarawak,3,3,0
2021,ROU,Selangor,316,253,63
2021,ROU,W.P. Labuan,0,0,0
2021,RUS,Johor,66,61,5
2021,RUS,Kedah,6,4,2
2021,RUS,Kelantan,2,0,2
2021,RUS,Melaka,0,0,0
2021,RUS,Negeri Sembilan,0,0,0
2021,RUS,Pahang,0,0,0
2021,RUS,Perak,0,0,0
2021,RUS,Perlis,0,0,0
2021,RUS,Pulau Pinang,0,0,0
2021,RUS,Sabah,0,0,0
2021,RUS,Sarawak,8,7,1
2021,RUS,Selangor,873,655,218
2021,RUS,W.P. Labuan,0,0,0
2021,RWA,Johor,0,0,0
2021,RWA,Kedah,0,0,0
2021,RWA,Pulau Pinang,0,0,0
2021,RWA,Selangor,15,7,8
2021,SAU,Johor,0,0,0
2021,SAU,Kedah,0,0,0
2021,SAU,Kelantan,0,0,0
2021,SAU,Melaka,0,0,0
2021,SAU,Perak,0,0,0
2021,SAU,Perlis,0,0,0
2021,SAU,Pulau Pinang,0,0,0
2021,SAU,Sabah,0,0,0
2021,SAU,Sarawak,1,1,0
2021,SAU,Selangor,1146,704,442
2021,SAU,W.P. Labuan,0,0,0
2021,SDN,Johor,0,0,0
2021,SDN,Kedah,0,0,0
2021,SDN,Kelantan,0,0,0
2021,SDN,Perlis,0,0,0
2021,SDN,Pulau Pinang,0,0,0
2021,SDN,Sabah,0,0,0
2021,SDN,Sarawak,0,0,0
2021,SDN,Selangor,692,477,215
2021,SDN,W.P. Labuan,0,0,0
2021,SEN,Johor,0,0,0
2021,SEN,Kedah,0,0,0
2021,SEN,Kelantan,0,0,0
2021,SEN,Perak,0,0,0
2021,SEN,Perlis,0,0,0
2021,SEN,Pulau Pinang,0,0,0
2021,SEN,Sabah,0,0,0
2021,SEN,Sarawak,0,0,0
2021,SEN,Selangor,50,29,21
2021,SGP,Johor,4601,3059,1542
2021,SGP,Kedah,30,21,9
2021,SGP,Kelantan,0,0,0
2021,SGP,Melaka,0,0,0
2021,SGP,Negeri Sembilan,0,0,0
2021,SGP,Pahang,2,2,0
2021,SGP,Perak,35,12,23
2021,SGP,Perlis,10,9,1
2021,SGP,Pulau Pinang,213,123,90
2021,SGP,Sabah,5,3,2
2021,SGP,Sarawak,118,64,54
2021,SGP,Selangor,12678,7264,5414
2021,SGP,Terengganu,0,0,0
2021,SGP,W.P. Labuan,0,0,0
2021,SGS,Johor,1,1,0
2021,SGS,Sabah,0,0,0
2021,SGS,Selangor,0,0,0
2021,SHN,Sarawak,0,0,0
2021,SLB,Johor,0,0,0
2021,SLB,Perlis,0,0,0
2021,SLB,Pulau Pinang,0,0,0
2021,SLB,Sabah,0,0,0
2021,SLB,Sarawak,1,1,0
2021,SLB,Selangor,1,1,0
2021,SLB,W.P. Labuan,0,0,0
2021,SLE,Johor,0,0,0
2021,SLE,Kedah,0,0,0
2021,SLE,Perak,0,0,0
2021,SLE,Pulau Pinang,0,0,0
2021,SLE,Sabah,0,0,0
2021,SLE,Selangor,21,13,8
2021,SLV,Johor,0,0,0
2021,SLV,Kedah,0,0,0
2021,SLV,Perak,0,0,0
2021,SLV,Perlis,0,0,0
2021,SLV,Pulau Pinang,0,0,0
2021,SLV,Sabah,0,0,0
2021,SLV,Selangor,2,1,1
2021,SLV,W.P. Labuan,0,0,0
2021,SMR,Johor,0,0,0
2021,SMR,Selangor,1,1,0
2021,SOM,Johor,0,0,0
2021,SOM,Kedah,0,0,0
2021,SOM,Kelantan,0,0,0
2021,SOM,Perlis,0,0,0
2021,SOM,Sabah,0,0,0
2021,SOM,Sarawak,0,0,0
2021,SOM,Selangor,402,300,102
2021,SRB,Johor,0,0,0
2021,SRB,Kedah,0,0,0
2021,SRB,Kelantan,0,0,0
2021,SRB,Pahang,0,0,0
2021,SRB,Perak,0,0,0
2021,SRB,Perlis,0,0,0
2021,SRB,Pulau Pinang,0,0,0
2021,SRB,Sabah,0,0,0
2021,SRB,Sarawak,0,0,0
2021,SRB,Selangor,34,24,10
2021,SSD,Johor,0,0,0
2021,SSD,Kedah,0,0,0
2021,SSD,Sarawak,0,0,0
2021,SSD,Selangor,38,30,8
2021,SSD,W.P. Labuan,0,0,0
2021,STP,Selangor,2,2,0
2021,SUR,Johor,0,0,0
2021,SUR,Kedah,0,0,0
2021,SUR,Kelantan,0,0,0
2021,SUR,Perak,0,0,0
2021,SUR,Perlis,0,0,0
2021,SUR,Pulau Pinang,0,0,0
2021,SUR,Sabah,0,0,0
2021,SUR,Sarawak,0,0,0
2021,SUR,Selangor,0,0,0
2021,SVK,Johor,0,0,0
2021,SVK,Kedah,0,0,0
2021,SVK,Kelantan,0,0,0
2021,SVK,Negeri Sembilan,0,0,0
2021,SVK,Pahang,0,0,0
2021,SVK,Perak,0,0,0
2021,SVK,Perlis,0,0,0
2021,SVK,Pulau Pinang,0,0,0
2021,SVK,Sabah,0,0,0
2021,SVK,Sarawak,0,0,0
2021,SVK,Selangor,110,86,24
2021,SVK,W.P. Labuan,0,0,0
2021,SVN,Johor,0,0,0
2021,SVN,Kedah,0,0,0
2021,SVN,Kelantan,0,0,0
2021,SVN,Perak,0,0,0
2021,SVN,Perlis,0,0,0
2021,SVN,Pulau Pinang,0,0,0
2021,SVN,Sabah,0,0,0
2021,SVN,Sarawak,1,1,0
2021,SVN,Selangor,19,14,5
2021,SVN,W.P. Labuan,0,0,0
2021,SWE,Johor,2,2,0
2021,SWE,Kedah,0,0,0
2021,SWE,Kelantan,0,0,0
2021,SWE,Melaka,0,0,0
2021,SWE,Negeri Sembilan,0,0,0
2021,SWE,Pahang,0,0,0
2021,SWE,Perak,0,0,0
2021,SWE,Perlis,0,0,0
2021,SWE,Pulau Pinang,6,4,2
2021,SWE,Sabah,1,0,1
2021,SWE,Sarawak,0,0,0
2021,SWE,Selangor,424,347,77
2021,SWE,W.P. Labuan,0,0,0
2021,SWZ,Johor,0,0,0
2021,SWZ,Kedah,0,0,0
2021,SWZ,Pulau Pinang,0,0,0
2021,SWZ,Sabah,0,0,0
2021,SWZ,Selangor,11,5,6
2021,SYC,Johor,1,1,0
2021,SYC,Kedah,0,0,0
2021,SYC,Pulau Pinang,0,0,0
2021,SYC,Sabah,0,0,0
2021,SYC,Sarawak,2,2,0
2021,SYC,Selangor,100,41,59
2021,SYR,Johor,0,0,0
2021,SYR,Kedah,0,0,0
2021,SYR,Kelantan,0,0,0
2021,SYR,Pahang,0,0,0
2021,SYR,Perlis,0,0,0
2021,SYR,Pulau Pinang,0,0,0
2021,SYR,Sabah,0,0,0
2021,SYR,Sarawak,2,2,0
2021,SYR,Selangor,408,279,129
2021,SYR,W.P. Labuan,0,0,0
2021,TCA,Perlis,0,0,0
2021,TCD,Johor,0,0,0
2021,TCD,Kedah,0,0,0
2021,TCD,Perlis,0,0,0
2021,TCD,Selangor,19,17,2
2021,TGO,Johor,0,0,0
2021,TGO,Perak,0,0,0
2021,TGO,Pulau Pinang,0,0,0
2021,TGO,Selangor,6,6,0
2021,THA,Johor,155,153,2
2021,THA,Kedah,214822,214310,512
2021,THA,Kelantan,21,7,14
2021,THA,Melaka,0,0,0
2021,THA,Negeri Sembilan,0,0,0
2021,THA,Pahang,0,0,0
2021,THA,Perak,3,0,3
2021,THA,Perlis,100849,98464,2385
2021,THA,Pulau Pinang,750,710,40
2021,THA,Sabah,1,0,1
2021,THA,Sarawak,124,117,7
2021,THA,Selangor,2626,1331,1295
2021,THA,Terengganu,13,13,0
2021,THA,W.P. Labuan,1,0,1
2021,TJK,Johor,0,0,0
2021,TJK,Kedah,0,0,0
2021,TJK,Perlis,0,0,0
2021,TJK,Pulau Pinang,0,0,0
2021,TJK,Sabah,0,0,0
2021,TJK,Selangor,38,25,13
2021,TKL,Selangor,0,0,0
2021,TKM,Johor,0,0,0
2021,TKM,Kedah,0,0,0
2021,TKM,Kelantan,0,0,0
2021,TKM,Perlis,0,0,0
2021,TKM,Pulau Pinang,0,0,0
2021,TKM,Sabah,0,0,0
2021,TKM,Sarawak,0,0,0
2021,TKM,Selangor,29,15,14
2021,TLS,Johor,0,0,0
2021,TLS,Kedah,0,0,0
2021,TLS,Perlis,0,0,0
2021,TLS,Pulau Pinang,0,0,0
2021,TLS,Sabah,0,0,0
2021,TLS,Sarawak,0,0,0
2021,TLS,Selangor,25,12,13
2021,TON,Johor,0,0,0
2021,TON,Pulau Pinang,0,0,0
2021,TON,Sarawak,0,0,0
2021,TON,Selangor,0,0,0
2021,TTO,Johor,0,0,0
2021,TTO,Kedah,0,0,0
2021,TTO,Pahang,0,0,0
2021,TTO,Pulau Pinang,0,0,0
2021,TTO,Sabah,0,0,0
2021,TTO,Sarawak,0,0,0
2021,TTO,Selangor,14,7,7
2021,TUN,Johor,0,0,0
2021,TUN,Kedah,0,0,0
2021,TUN,Kelantan,0,0,0
2021,TUN,Melaka,0,0,0
2021,TUN,Perak,0,0,0
2021,TUN,Perlis,0,0,0
2021,TUN,Pulau Pinang,0,0,0
2021,TUN,Sabah,0,0,0
2021,TUN,Sarawak,0,0,0
2021,TUN,Selangor,78,39,39
2021,TUN,W.P. Labuan,0,0,0
